CustomerKey,FirstName,LastName,FullName,Age,Gender,FirstPurchaseDate,City,Country
13147,Cedric,Lin,Cedric Lin,39,Male,06-06-2024,Burbank,United States
13148,Tyler,Anderson,Tyler Anderson,40,Male,18-03-2024,Westminster,Canada
13149,Linda,Ferrier,Linda Ferrier,68,Female,07-04-2024,Gold Coast,Australia
13150,Lacey,Yang,Lacey Yang,83,Female,02-07-2024,North Ryde,Australia
13151,Ethan,Moore,Ethan Moore,41,Male,04-12-2024,Long Beach,United States
13152,Gabrielle,Butler,Gabrielle Butler,42,Female,14-01-2023,Oakland,United States
13153,Jack,Hill,Jack Hill,40,Male,12-02-2024,Burien,United States
13154,Aaron,Lal,Aaron Lal,40,Male,05-11-2024,Edmonds,United States
13155,Jay,Gutierrez,Jay Gutierrez,75,Male,13-03-2024,South Melbourne,Australia
13156,Bradley,Lal,Bradley Lal,74,Male,18-06-2023,Caloundra,Australia
13157,Heidi,Gonzalez,Heidi Gonzalez,80,Female,30-08-2024,Findon,Australia
13158,Casey,Xu,Casey Xu,79,Female,05-02-2024,Springwood,Australia
13159,Roberto,Ramos,Roberto Ramos,78,Male,27-07-2024,Sunbury,Australia
13160,Willie,Xu,Willie Xu,77,Male,24-06-2023,Warrnambool,Australia
13161,Jose,Moore,Jose Moore,44,Male,09-01-2023,Corvallis,United States
13162,Nina,Nath,Nina Nath,44,Female,16-07-2024,Concord,United States
13163,Noah,Lopez,Noah Lopez,44,Male,30-05-2024,Daly City,United States
13164,Olivia,Ward,Olivia Ward,44,Female,30-06-2024,Downey,United States
13165,Wyatt,Walker,Wyatt Walker,43,Male,14-01-2023,Lakewood,United States
13166,Kyle,Chen,Kyle Chen,44,Male,22-03-2024,National City,United States
13167,Mario,Tang,Mario Tang,45,Male,06-11-2024,Concord,United States
13168,Hannah,Price,Hannah Price,46,Female,26-09-2024,Santa Monica,United States
13169,Caleb,Griffin,Caleb Griffin,48,Male,05-06-2024,Milwaukie,United States
13170,Sebastian,Reed,Sebastian Reed,48,Male,28-03-2024,Beverly Hills,United States
13171,Catherine,Torres,Catherine Torres,52,Female,30-01-2024,National City,United States
13172,Isabella,Cook,Isabella Cook,51,Female,06-10-2024,Lynnwood,United States
13173,Dalton,Brooks,Dalton Brooks,51,Male,09-01-2023,Corvallis,United States
13174,Gabriella,Morris,Gabriella Morris,52,Female,17-01-2023,Lake Oswego,United States
13175,Noah,Smith,Noah Smith,52,Male,25-06-2024,N. Vancouver,Canada
13176,Kurt,Chander,Kurt Chander,52,Male,28-01-2023,Berkeley,United States
13177,Taylor,Rogers,Taylor Rogers,57,Female,27-01-2023,Milwaukie,United States
13178,Megan,Gray,Megan Gray,57,Female,10-01-2023,Woodburn,United States
13179,Adrian,Sanchez,Adrian Sanchez,78,Male,15-04-2024,Sooke,Canada
13180,Leslie,Sanz,Leslie Sanz,78,Female,14-05-2024,Burien,United States
13181,Brian,Morgan,Brian Morgan,77,Male,17-03-2024,Imperial Beach,United States
13182,Jeremy,Bennett,Jeremy Bennett,72,Male,22-09-2024,Olympia,United States
13183,Christian,Jenkins,Christian Jenkins,77,Male,12-03-2024,Spokane,United States
13184,Miguel,Perez,Miguel Perez,72,Male,17-10-2024,Lebanon,United States
13185,William,Lee,William Lee,77,Male,17-03-2024,Langley,Canada
13186,Marcus,Sanders,Marcus Sanders,77,Male,09-05-2024,Chula Vista,United States
13187,Evan,Wright,Evan Wright,77,Male,30-04-2024,Fremont,United States
13188,Anthony,Davis,Anthony Davis,78,Male,12-10-2024,Puyallup,United States
13189,Gloria,Romero,Gloria Romero,72,Female,20-01-2023,Concord,United States
13190,Jonathan,Diaz,Jonathan Diaz,78,Male,10-01-2023,Burbank,United States
13191,Emma,Rodriguez,Emma Rodriguez,71,Female,30-08-2024,Redwood City,United States
13192,Hunter,Martinez,Hunter Martinez,77,Male,09-11-2024,San Carlos,United States
13193,Kevin,Evans,Kevin Evans,77,Male,06-07-2024,Mill Valley,United States
13194,Kevin,Carter,Kevin Carter,76,Male,19-09-2024,Burlingame,United States
13195,Aaron,Perry,Aaron Perry,65,Male,09-04-2024,San Francisco,United States
13196,Kimberly,Sanders,Kimberly Sanders,71,Female,08-10-2024,Issaquah,United States
13197,Katherine,Smith,Katherine Smith,76,Female,07-04-2024,N. Vancouver,Canada
13198,Cindy,Gray,Cindy Gray,76,Female,23-02-2024,Metchosin,Canada
13199,Timothy,Stewart,Timothy Stewart,77,Male,28-01-2024,Vancouver,Canada
13200,Jessica,Miller,Jessica Miller,76,Female,10-11-2024,San Diego,United States
13201,Nicholas,Davis,Nicholas Davis,75,Male,16-07-2024,Sooke,Canada
13202,Natasha,Romero,Natasha Romero,76,Female,08-01-2023,Colma,United States
13203,Bailey,Bell,Bailey Bell,76,Female,28-01-2023,Olympia,United States
13204,Savannah,Parker,Savannah Parker,70,Female,04-11-2024,Imperial Beach,United States
13205,Jerome,Torres,Jerome Torres,75,Male,19-01-2023,Canoga Park,United States
13206,Emily,Flores,Emily Flores,69,Female,17-02-2024,Vancouver,Canada
13207,Kenneth,Rai,Kenneth Rai,69,Male,06-10-2024,Chula Vista,United States
13208,Cassidy,Bryant,Cassidy Bryant,74,Female,31-12-2022,Concord,United States
13209,Alexandria,Bailey,Alexandria Bailey,74,Female,31-08-2024,Langford,Canada
13210,Ethan,Simmons,Ethan Simmons,75,Male,31-12-2022,Redwood City,United States
13211,James,Jai,James Jai,74,Male,19-01-2025,Beaverton,United States
13212,Logan,Phillips,Logan Phillips,74,Male,27-01-2023,Long Beach,United States
13213,Courtney,King,Courtney King,74,Female,08-03-2024,Walla Walla,United States
13214,Elijah,Adams,Elijah Adams,73,Male,11-01-2023,Seattle,United States
13215,Colleen,Sharma,Colleen Sharma,74,Female,12-08-2024,Carrollton,United States
13216,Mary,Mitchell,Mary Mitchell,73,Female,08-05-2024,Fremont,United States
13217,Julian,Alexander,Julian Alexander,68,Male,17-09-2024,Langford,Canada
13218,Melissa,Bryant,Melissa Bryant,74,Female,02-11-2024,Chula Vista,United States
13219,Rafael,Shan,Rafael Shan,74,Male,05-10-2024,Concord,United States
13220,Isabella,Hernandez,Isabella Hernandez,73,Female,31-12-2022,Newport Beach,United States
13221,Madeline,Hall,Madeline Hall,73,Female,18-01-2023,Lincoln Acres,United States
13222,Arturo,Liu,Arturo Liu,74,Male,22-03-2024,Cliffside,Canada
13223,Noah,Lee,Noah Lee,73,Male,25-10-2024,Imperial Beach,United States
13224,Amanda,Brooks,Amanda Brooks,74,Female,22-01-2023,Kirkland,United States
13225,Jésus,Suarez,Jésus Suarez,73,Male,09-01-2023,Berkeley,United States
13226,Jenna,Mitchell,Jenna Mitchell,73,Female,04-01-2023,Walla Walla,United States
13227,Alexander,Wilson,Alexander Wilson,73,Male,14-04-2024,Chula Vista,United States
13228,Thomas,Sanchez,Thomas Sanchez,73,Male,26-07-2024,Colma,United States
13229,Dylan,Wang,Dylan Wang,72,Male,03-07-2024,Woodburn,United States
13230,Chloe,Bryant,Chloe Bryant,73,Female,14-01-2023,Olympia,United States
13231,Alexia,Ross,Alexia Ross,71,Female,24-04-2024,Langley,Canada
13232,Kaitlyn,Baker,Kaitlyn Baker,71,Female,07-09-2024,Lebanon,United States
13233,Richard,Coleman,Richard Coleman,71,Male,19-02-2023,Marysville,United States
13234,Robert,Lewis,Robert Lewis,66,Male,31-01-2024,Puyallup,United States
13235,Jonathan,Robinson,Jonathan Robinson,71,Male,18-02-2024,Woodburn,United States
13236,Robert,Wang,Robert Wang,72,Male,20-10-2024,Beverly Hills,United States
13237,Devin,Stewart,Devin Stewart,72,Male,16-02-2023,Torrance,United States
13238,John,Williams,John Williams,71,Male,06-02-2023,Torrance,United States
13239,Matthew,Thomas,Matthew Thomas,65,Male,24-05-2024,N. Vancouver,Canada
13240,Blake,Foster,Blake Foster,65,Male,31-08-2024,Chula Vista,United States
13241,Natalie,Ward,Natalie Ward,64,Female,04-09-2024,Victoria,Canada
13242,Kyle,Yang,Kyle Yang,64,Male,09-10-2024,Los Angeles,United States
13243,Alyssa,Davis,Alyssa Davis,68,Female,05-02-2023,Lake Oswego,United States
13244,Jose,Sharma,Jose Sharma,68,Male,10-10-2024,Puyallup,United States
13245,Angel,Scott,Angel Scott,69,Male,07-07-2024,Salem,United States
13246,Hailey,Perez,Hailey Perez,68,Female,29-01-2023,Long Beach,United States
13247,Zachary,Chen,Zachary Chen,62,Male,13-02-2023,Burbank,United States
13248,Isabella,Martinez,Isabella Martinez,68,Female,30-01-2023,Edmonds,United States
13249,Ryan,Perry,Ryan Perry,67,Male,10-04-2024,Shawnee,Canada
13250,Jordan,King,Jordan King,62,Female,20-02-2023,Santa Cruz,United States
13251,Raymond,Malhotra,Raymond Malhotra,51,Male,01-11-2023,Esher-Molesey,United Kingdom
13252,Bianca,Lu,Bianca Lu,62,Female,10-11-2023,London,United Kingdom
13253,Carly,Xie,Carly Xie,51,Female,02-11-2023,London,United Kingdom
13254,Beth,Gomez,Beth Gomez,62,Female,11-12-2023,Milton Keynes,United Kingdom
13255,Lance,Blanco,Lance Blanco,63,Male,02-12-2023,Saarbrücken,Germany
13256,Abby,Subram,Abby Subram,62,Female,13-12-2023,Essen,Germany
13257,Jon,Chander,Jon Chander,62,Male,13-01-2022,Hof,Germany
13258,Anne,Dominguez,Anne Dominguez,63,Female,05-01-2022,Kassel,Germany
13259,Allen,Garcia,Allen Garcia,62,Male,23-01-2022,Münster,Germany
13260,James,Flores,James Flores,62,Male,17-01-2022,Neunkirchen,Germany
13261,Lindsey,Andersen,Lindsey Andersen,63,Female,08-01-2022,Paderborn,Germany
13262,Jaime,Nara,Jaime Nara,62,Male,22-03-2024,High Wycombe,United Kingdom
13263,Kate,Anand,Kate Anand,64,Female,13-11-2022,Roncq,France
13264,Melanie,Sanchez,Melanie Sanchez,64,Female,03-01-2022,Ingolstadt,Germany
13265,Luke,Adams,Luke Adams,64,Male,11-01-2022,Paderborn,Germany
13266,Samuel,Wang,Samuel Wang,63,Male,20-03-2024,Long Beach,United States
13267,Matthew,Moore,Matthew Moore,88,Male,11-04-2024,Haney,Canada
13268,Katherine,Parker,Katherine Parker,87,Female,13-02-2024,Victoria,Canada
13269,Rachel,Martin,Rachel Martin,88,Female,12-02-2023,Lynnwood,United States
13270,Mason,Baker,Mason Baker,86,Male,27-09-2024,Cliffside,Canada
13271,Ryan,Anderson,Ryan Anderson,86,Male,15-09-2024,Port Hammond,Canada
13272,Jordan,Gonzalez,Jordan Gonzalez,87,Female,29-10-2024,Oregon City,United States
13273,Elizabeth,Lee,Elizabeth Lee,87,Female,25-02-2023,Coronado,United States
13274,Joshua,Lee,Joshua Lee,55,Male,31-01-2023,Ballard,United States
13275,Carlos,Murphy,Carlos Murphy,54,Male,10-02-2024,Everett,United States
13276,Sarah,Johnson,Sarah Johnson,49,Female,04-12-2024,Everett,United States
13277,Nathan,Brown,Nathan Brown,54,Male,16-02-2023,Salem,United States
13278,Jorge,Hu,Jorge Hu,54,Male,26-02-2023,Chula Vista,United States
13279,Rachel,Howard,Rachel Howard,54,Female,02-02-2023,Palo Alto,United States
13280,Bailey,Adams,Bailey Adams,44,Female,22-02-2023,Kirkland,United States
13281,Brent,Li,Brent Li,50,Male,10-01-2025,Burbank,United States
13282,Madison,Price,Madison Price,45,Female,27-11-2024,Burlingame,United States
13283,Dakota,Griffin,Dakota Griffin,63,Male,05-02-2023,Lebanon,United States
13284,Victoria,Butler,Victoria Butler,63,Female,03-04-2024,Langford,Canada
13285,Kara,Chavez,Kara Chavez,57,Female,06-02-2024,Cliffside,Canada
13286,Hannah,Rodriguez,Hannah Rodriguez,51,Female,10-02-2023,Milwaukie,United States
13287,Brandon,Rodriguez,Brandon Rodriguez,56,Male,11-02-2023,Burbank,United States
13288,Jackson,Lopez,Jackson Lopez,45,Male,26-02-2023,Grossmont,United States
13289,Alexandria,Coleman,Alexandria Coleman,47,Female,09-07-2024,Cliffside,Canada
13290,Jordan,Campbell,Jordan Campbell,58,Male,21-04-2024,Sooke,Canada
13291,Nina,Xu,Nina Xu,58,Female,25-05-2024,Branson,United States
13292,Paula,Carlson,Paula Carlson,52,Female,18-02-2023,Burien,United States
13293,Barbara,Lu,Barbara Lu,57,Female,20-07-2024,Chula Vista,United States
13294,Cassidy,Hughes,Cassidy Hughes,59,Female,06-10-2024,Edmonds,United States
13295,Jasmine,Jackson,Jasmine Jackson,53,Female,23-01-2025,Portland,United States
13296,Seth,Anderson,Seth Anderson,59,Male,27-03-2024,Beverly Hills,United States
13297,Arthur,Rubio,Arthur Rubio,59,Male,26-07-2024,Chula Vista,United States
13298,Anna,Harris,Anna Harris,53,Female,19-02-2023,Lincoln Acres,United States
13299,Vanessa,Ross,Vanessa Ross,58,Female,25-02-2023,Palo Alto,United States
13300,Timothy,Hernandez,Timothy Hernandez,59,Male,30-08-2024,Redmond,United States
13301,Angela,Stewart,Angela Stewart,59,Female,15-09-2024,Sedro Woolley,United States
13302,Cole,Torres,Cole Torres,64,Male,01-03-2024,Oakland,United States
13303,Jonathan,Martinez,Jonathan Martinez,59,Male,03-05-2024,Oak Bay,Canada
13304,Sara,Peterson,Sara Peterson,64,Female,26-02-2023,Tacoma,United States
13305,Oscar,Alexander,Oscar Alexander,54,Male,04-05-2024,Puyallup,United States
13306,Kaitlyn,Cox,Kaitlyn Cox,64,Female,16-12-2024,Santa Monica,United States
13307,Michelle,Stone,Michelle Stone,85,Female,04-06-2024,Downey,United States
13308,Kaitlyn,King,Kaitlyn King,84,Female,27-04-2024,Walla Walla,United States
13309,Angela,Sanders,Angela Sanders,78,Female,19-04-2024,El Cajon,United States
13310,Miguel,Barnes,Miguel Barnes,59,Male,13-03-2024,Puyallup,United States
13311,Isabella,Reed,Isabella Reed,60,Female,25-12-2024,Renton,United States
13312,Natalie,Jenkins,Natalie Jenkins,60,Female,22-07-2024,Chula Vista,United States
13313,Megan,Stone,Megan Stone,54,Female,13-03-2024,Glendale,United States
13314,Jordan,Hernandez,Jordan Hernandez,59,Male,16-02-2023,Grossmont,United States
13315,Lucas,Thomas,Lucas Thomas,66,Male,25-02-2023,Imperial Beach,United States
13316,Angel,Rivera,Angel Rivera,66,Male,24-02-2023,Bellflower,United States
13317,Jeremiah,Long,Jeremiah Long,65,Male,23-11-2024,Los Angeles,United States
13318,Amber,Perez,Amber Perez,66,Female,12-02-2024,Sooke,Canada
13319,Charles,Howard,Charles Howard,66,Male,02-02-2023,Marysville,United States
13320,Jasmine,Jones,Jasmine Jones,67,Female,26-02-2024,Grossmont,United States
13321,Arianna,Barnes,Arianna Barnes,66,Female,30-12-2024,Portland,United States
13322,Elizabeth,Patterson,Elizabeth Patterson,67,Female,09-05-2024,Olympia,United States
13323,Adam,Adams,Adam Adams,67,Male,13-12-2024,Newport Beach,United States
13324,Florian,Stiller,Florian Stiller,82,Female,07-02-2023,Santa Monica,United States
13325,Marcus,Wright,Marcus Wright,82,Male,04-02-2023,Burbank,United States
13326,Bob,Fernandez,Bob Fernandez,81,Male,04-02-2023,Beverly Hills,United States
13327,Isabelle,Russell,Isabelle Russell,81,Female,20-07-2024,Bellingham,United States
13328,Albert,Serrano,Albert Serrano,80,Male,13-04-2024,Cliffside,Canada
13329,Jake,Wang,Jake Wang,81,Male,11-02-2023,Chula Vista,United States
13330,Maria,Patterson,Maria Patterson,80,Female,02-04-2024,Shawnee,Canada
13331,Lauren,Diaz,Lauren Diaz,80,Female,12-07-2024,Imperial Beach,United States
13332,Neil,Alonso,Neil Alonso,79,Male,17-10-2024,Colma,United States
13333,Tara,Chander,Tara Chander,80,Female,24-09-2024,Concord,United States
13334,Melanie,Rivera,Melanie Rivera,80,Female,31-07-2024,Beaverton,United States
13335,Alyssa,Barnes,Alyssa Barnes,74,Female,30-11-2024,Lakewood,United States
13336,Deanna,Gill,Deanna Gill,79,Female,08-04-2024,Colma,United States
13337,Lauren,Cox,Lauren Cox,72,Female,06-06-2024,Sedro Woolley,United States
13338,Jada,Carter,Jada Carter,72,Female,26-01-2025,Santa Cruz,United States
13339,Nicole,Clark,Nicole Clark,78,Female,09-02-2024,Santa Cruz,United States
13340,Natalie,Edwards,Natalie Edwards,78,Female,18-02-2023,Berkeley,United States
13341,Lucas,King,Lucas King,77,Male,15-02-2024,Long Beach,United States
13342,Brandon,Jackson,Brandon Jackson,78,Male,07-11-2024,Coronado,United States
13343,Melanie,Bradley,Melanie Bradley,72,Female,06-05-2024,Westminster,Canada
13344,Caitlin,Reed,Caitlin Reed,77,Female,02-05-2024,Puyallup,United States
13345,Dalton,Butler,Dalton Butler,78,Male,22-05-2024,N. Vancouver,Canada
13346,Gregory,Chande,Gregory Chande,77,Male,18-02-2023,Beaverton,United States
13347,Rachel,Hall,Rachel Hall,77,Female,05-06-2024,Novato,United States
13348,Noah,Young,Noah Young,77,Male,05-02-2023,Lincoln Acres,United States
13349,Kaitlyn,Gonzalez,Kaitlyn Gonzalez,76,Female,13-02-2024,Newport Beach,United States
13350,Isaac,Sandberg,Isaac Sandberg,76,Male,18-04-2024,Shawnee,Canada
13351,Mariah,Cox,Mariah Cox,76,Female,19-02-2023,Issaquah,United States
13352,Joseph,Davis,Joseph Davis,70,Male,21-06-2024,La Jolla,United States
13353,Jordyn,Coleman,Jordyn Coleman,70,Female,22-02-2023,Lynnwood,United States
13354,Eric,Campbell,Eric Campbell,70,Male,25-02-2023,Seattle,United States
13355,Jackson,Jai,Jackson Jai,75,Male,12-02-2023,Puyallup,United States
13356,Stefanie,Prasad,Stefanie Prasad,75,Female,16-10-2024,Bellingham,United States
13357,Blake,Gonzales,Blake Gonzales,74,Male,05-02-2023,El Cajon,United States
13358,Alexandra,Edwards,Alexandra Edwards,75,Female,20-09-2024,Metchosin,Canada
13359,Ian,Wood,Ian Wood,74,Male,30-01-2023,Downey,United States
13360,Jada,Cook,Jada Cook,74,Female,04-02-2024,Concord,United States
13361,Cameron,Jai,Cameron Jai,73,Male,25-02-2023,Lake Oswego,United States
13362,Destiny,Morgan,Destiny Morgan,63,Female,04-02-2023,Bellflower,United States
13363,Sydney,Allen,Sydney Allen,74,Female,28-02-2024,Woodburn,United States
13364,Natalie,Anderson,Natalie Anderson,73,Female,15-05-2024,Bellflower,United States
13365,Luke,Shan,Luke Shan,68,Male,11-09-2024,Concord,United States
13366,Austin,Davis,Austin Davis,68,Male,26-05-2024,Westminster,Canada
13367,Savannah,Edwards,Savannah Edwards,73,Female,27-02-2023,Lynnwood,United States
13368,Kyle,Henderson,Kyle Henderson,56,Male,26-10-2024,Renton,United States
13369,Mariah,Henderson,Mariah Henderson,72,Female,02-02-2023,Edmonds,United States
13370,Blake,Ross,Blake Ross,66,Male,18-11-2024,Oregon City,United States
13371,Sydney,Gonzales,Sydney Gonzales,66,Female,06-08-2024,Salem,United States
13372,Isaac,Edwards,Isaac Edwards,71,Male,04-02-2024,Yakima,United States
13373,Michelle,Murphy,Michelle Murphy,72,Female,31-03-2024,Beverly Hills,United States
13374,Marco,Martinez,Marco Martinez,66,Male,13-10-2024,Burlingame,United States
13375,Jason,Kumar,Jason Kumar,72,Male,03-12-2024,Colma,United States
13376,Jerry,Rai,Jerry Rai,66,Male,26-09-2024,Concord,United States
13377,Thomas,Hernandez,Thomas Hernandez,72,Male,01-05-2024,Santa Cruz,United States
13378,Alexandra,Bailey,Alexandra Bailey,66,Female,31-01-2023,Woodland Hills,United States
13379,Bailey,Morris,Bailey Morris,71,Female,17-07-2024,Sedro Woolley,United States
13380,Katherine,Scott,Katherine Scott,70,Female,01-02-2023,Bellflower,United States
13381,Vanessa,Jenkins,Vanessa Jenkins,65,Female,24-07-2024,Coronado,United States
13382,Richard,Rogers,Richard Rogers,65,Male,12-02-2023,Santa Monica,United States
13383,Natalie,Wright,Natalie Wright,64,Female,31-01-2023,Beaverton,United States
13384,Mario,Ashe,Mario Ashe,69,Male,04-02-2023,Bremerton,United States
13385,Danielle,Cook,Danielle Cook,69,Female,23-02-2023,Issaquah,United States
13386,Samuel,Patterson,Samuel Patterson,70,Male,02-10-2024,Lebanon,United States
13387,Miranda,Jenkins,Miranda Jenkins,70,Female,02-11-2024,Berkeley,United States
13388,Marshall,Shen,Marshall Shen,70,Male,05-03-2024,Burlingame,United States
13389,Madison,Thomas,Madison Thomas,69,Female,30-11-2024,Lemon Grove,United States
13390,Julia,Collins,Julia Collins,70,Female,30-12-2024,Novato,United States
13391,Brenda,Malhotra,Brenda Malhotra,69,Female,02-10-2024,Burnaby,Canada
13392,Hunter,Parker,Hunter Parker,69,Male,09-11-2024,Beaverton,United States
13393,Willie,Kumar,Willie Kumar,69,Male,10-05-2024,Beaverton,United States
13394,Matthew,Clark,Matthew Clark,69,Male,12-05-2024,Beaverton,United States
13395,Gabriel,Li,Gabriel Li,68,Male,18-07-2024,Bellingham,United States
13396,David,Kumar,David Kumar,69,Male,29-05-2024,Olympia,United States
13397,Adam,Mitchell,Adam Mitchell,63,Male,12-11-2024,Redmond,United States
13398,Logan,Ross,Logan Ross,52,Male,21-11-2024,Sedro Woolley,United States
13399,Edward,Young,Edward Young,69,Male,08-11-2024,Grossmont,United States
13400,Julia,Thomas,Julia Thomas,63,Female,26-02-2023,Grossmont,United States
13401,Erin,Bradley,Erin Bradley,62,Female,28-02-2023,Woodland Hills,United States
13402,Gabriel,Turner,Gabriel Turner,68,Male,22-02-2023,El Cajon,United States
13403,Jennifer,Jackson,Jennifer Jackson,68,Female,23-02-2023,Woodburn,United States
13404,Kelvin,Yang,Kelvin Yang,50,Male,16-12-2023,London,United Kingdom
13405,Ethan,Bryant,Ethan Bryant,62,Male,01-11-2022,Roubaix,France
13406,Craig,Jiménez,Craig Jiménez,63,Male,28-01-2022,Münster,Germany
13407,Cassandra,Rana,Cassandra Rana,62,Female,27-12-2023,London,United Kingdom
13408,Katherine,Gonzales,Katherine Gonzales,63,Female,14-12-2023,Peterborough,United Kingdom
13409,Cory,Fernandez,Cory Fernandez,59,Male,22-10-2024,Tremblay-en-France,France
13410,Jillian,Madan,Jillian Madan,64,Female,07-06-2024,Berlin,Germany
13411,Jacquelyn,Blanco,Jacquelyn Blanco,65,Female,07-12-2023,Berks,United Kingdom
13412,Rafael,Zhao,Rafael Zhao,64,Male,09-12-2024,Birmingham,United Kingdom
13413,Fernando,Phillips,Fernando Phillips,87,Male,31-10-2024,Portland,United States
13414,Miguel,Wilson,Miguel Wilson,87,Male,06-05-2024,Oregon City,United States
13415,Marcus,Rogers,Marcus Rogers,87,Male,26-05-2024,Beverly Hills,United States
13416,Richard,Roberts,Richard Roberts,81,Male,10-03-2024,Fremont,United States
13417,Ian,Cox,Ian Cox,87,Male,02-05-2024,Long Beach,United States
13418,Devin,Cox,Devin Cox,55,Male,05-05-2024,Vancouver,Canada
13419,Lauren,Coleman,Lauren Coleman,55,Female,10-02-2023,Bremerton,United States
13420,Jordan,Turner,Jordan Turner,54,Female,21-02-2023,Grossmont,United States
13421,Alyssa,Patterson,Alyssa Patterson,55,Female,27-04-2024,Santa Cruz,United States
13422,Jacqueline,Washington,Jacqueline Washington,43,Female,16-05-2024,Spring Valley,United States
13423,Alex,Peterson,Alex Peterson,56,Male,24-07-2024,Sooke,Canada
13424,Jasmine,Thomas,Jasmine Thomas,44,Female,02-02-2023,Corvallis,United States
13425,Jose,Garcia,Jose Garcia,55,Male,23-02-2023,Edmonds,United States
13426,Taylor,Williams,Taylor Williams,56,Female,05-03-2023,Bellflower,United States
13427,Connor,Winston,Connor Winston,50,Male,21-05-2024,Lincoln Acres,United States
13428,Marcus,Ramirez,Marcus Ramirez,55,Male,11-05-2024,Novato,United States
13429,Gabrielle,Washington,Gabrielle Washington,56,Female,11-03-2023,Palo Alto,United States
13430,Edward,Griffin,Edward Griffin,45,Male,22-03-2024,Santa Monica,United States
13431,Bryan,James,Bryan James,63,Male,14-03-2023,Tacoma,United States
13432,Dalton,Wood,Dalton Wood,47,Male,27-03-2024,Ballard,United States
13433,Jessie,Vazquez,Jessie Vazquez,64,Female,18-03-2023,Bellflower,United States
13434,Kaitlyn,Wright,Kaitlyn Wright,85,Female,13-10-2024,N. Vancouver,Canada
13435,Tracy,Pal,Tracy Pal,85,Female,17-03-2023,Beverly Hills,United States
13436,Gail,Griffin,Gail Griffin,57,Female,12-03-2023,Issaquah,United States
13437,Ethan,Flores,Ethan Flores,51,Male,02-03-2024,Port Orchard,United States
13438,Chloe,Griffin,Chloe Griffin,56,Female,02-03-2023,Redmond,United States
13439,Arturo,Lin,Arturo Lin,57,Male,18-05-2024,Burlingame,United States
13440,Sydney,Miller,Sydney Miller,52,Female,12-05-2024,Victoria,Canada
13441,Omar,Zhang,Omar Zhang,52,Male,29-11-2024,Bellingham,United States
13442,Paula,Vazquez,Paula Vazquez,57,Female,18-03-2023,Burien,United States
13443,Jasmine,White,Jasmine White,57,Female,10-03-2023,Lebanon,United States
13444,Abby,Lopez,Abby Lopez,58,Female,13-07-2024,Beverly Hills,United States
13445,Logan,Davis,Logan Davis,57,Male,14-11-2024,Daly City,United States
13446,Katelyn,Scott,Katelyn Scott,58,Female,01-03-2023,El Cajon,United States
13447,Destiny,Cox,Destiny Cox,58,Female,26-03-2023,Long Beach,United States
13448,Catherine,Ward,Catherine Ward,57,Female,01-06-2024,Palo Alto,United States
13449,Jerome,Diaz,Jerome Diaz,59,Male,12-03-2023,Bremerton,United States
13450,Victoria,Jones,Victoria Jones,53,Female,28-04-2023,Oregon City,United States
13451,Robin,Browning,Robin Browning,53,Female,18-10-2024,Burbank,United States
13452,Kaitlyn,Evans,Kaitlyn Evans,59,Female,30-03-2023,Glendale,United States
13453,Amanda,Howard,Amanda Howard,59,Female,08-04-2023,Lincoln Acres,United States
13454,Benjamin,Griffin,Benjamin Griffin,59,Male,14-06-2024,Long Beach,United States
13455,Kaitlyn,Bryant,Kaitlyn Bryant,53,Female,10-06-2024,San Diego,United States
13456,Sydney,Hernandez,Sydney Hernandez,64,Female,14-04-2023,Kirkland,United States
13457,Eric,Henderson,Eric Henderson,65,Male,05-08-2024,W. Linn,United States
13458,Joan,James,Joan James,64,Female,07-02-2024,Bellingham,United States
13459,Devin,Foster,Devin Foster,64,Male,11-11-2024,San Diego,United States
13460,Jasmine,Walker,Jasmine Walker,65,Female,01-05-2024,Newton,Canada
13461,Anthony,Jones,Anthony Jones,85,Male,30-03-2023,Santa Cruz,United States
13462,Jay,Sara,Jay Sara,78,Male,18-04-2023,Bellingham,United States
13463,Tammy,Sara,Tammy Sara,83,Female,13-11-2024,Bellflower,United States
13464,Martha,Hu,Martha Hu,83,Female,19-04-2023,Beverly Hills,United States
13465,Sydney,Campbell,Sydney Campbell,84,Female,21-11-2024,Long Beach,United States
13466,Bryce,James,Bryce James,60,Male,16-09-2024,Langley,Canada
13467,Kristopher,Martinez,Kristopher Martinez,59,Male,10-05-2024,Bellingham,United States
13468,Mariah,Sanders,Mariah Sanders,59,Female,24-04-2023,Portland,United States
13469,Bryce,Bailey,Bryce Bailey,59,Male,16-01-2025,Tacoma,United States
13470,Jaclyn,Jai,Jaclyn Jai,59,Female,20-12-2024,Bellflower,United States
13471,Eric,Bryant,Eric Bryant,60,Male,20-05-2024,Grossmont,United States
13472,Simon,Pearson,Simon Pearson,65,Male,24-06-2024,National City,United States
13473,Logan,Hill,Logan Hill,66,Male,09-06-2024,Coronado,United States
13474,Elizabeth,Hall,Elizabeth Hall,66,Female,07-05-2024,Shawnee,Canada
13475,Charles,Allen,Charles Allen,66,Male,10-12-2024,Redwood City,United States
13476,Timothy,Hall,Timothy Hall,65,Male,17-06-2024,Santa Cruz,United States
13477,Katherine,Wood,Katherine Wood,66,Female,28-04-2023,Imperial Beach,United States
13478,Alexia,Coleman,Alexia Coleman,66,Female,13-04-2023,Puyallup,United States
